City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
475,Evanston,42.0411,-87.6901,64.78,overcast clouds,88,90,10.36,US
476,Tonaya,19.7833,-103.9667,82.65,overcast clouds,58,97,4.88,MX
477,Liepaja,56.5419,21.0367,42.78,broken clouds,93,75,3.44,LV
478,Baherden,38.4362,57.4316,59.32,clear sky,19,0,7.29,TM
479,Vidim,56.4088,103.1106,20.97,overcast clouds,86,100,5.28,RU
480,Sukhumi,43.0033,41.0153,64.18,broken clouds,80,84,3.96,GE
481,Danielskuil,-28.1887,23.5395,70.39,clear sky,20,2,11.45,ZA
482,Urengoy,65.9667,78.3667,32.5,overcast clouds,98,100,12.64,RU
483,Yumen,40.2833,97.2,37.17,clear sky,53,8,2.06,CN
484,Allen,41.0706,-85.0144,77.09,broken clouds,50,75,9.22,US
485,Oktyabrskiy,54.4815,53.471,43.47,scattered clouds,63,49,4.5,RU
486,Vyyezdnoye,55.3815,43.7864,51.26,light rain,47,100,11.86,RU
487,Prabumulih,-3.45,104.25,73.42,overcast clouds,98,99,1.72,ID
488,Kathu,7.9178,98.3332,84.69,overcast clouds,88,100,22.5,TH
489,Kampot,10.6167,104.1833,82.45,overcast clouds,84,100,8.41,KH
490,Zhigansk,66.7697,123.3711,14.95,overcast clouds,95,100,10.54,RU
491,Mangrol,21.1167,70.1167,81.48,clear sky,60,6,9.46,IN
492,Vestmannaeyjar,63.4427,-20.2734,41.31,clear sky,62,1,25.01,IS
493,Maragogi,-9.0122,-35.2225,76.75,scattered clouds,81,26,7.47,BR
494,Nabire,-3.3667,135.4833,78.1,overcast clouds,86,98,1.7,ID
495,Aklavik,68.2191,-135.0107,31.5,light snow,98,100,9.04,CA
496,Gat,31.61,34.7642,78.4,scattered clouds,70,39,8.57,IL
497,Komadi,47.0,21.5,46.96,overcast clouds,74,100,8.88,HU
498,Salinopolis,-0.6136,-47.3561,81.45,clear sky,72,3,12.57,BR
499,Rocha,-34.4833,-54.3333,64.92,overcast clouds,88,100,2.51,UY
500,Vostok,46.4856,135.8833,41.09,broken clouds,67,55,5.1,RU
501,Itarema,-2.9248,-39.9167,78.66,scattered clouds,80,39,17.47,BR
502,Nhulunbuy,-12.2333,136.7667,77.61,scattered clouds,88,40,1.14,AU
503,Ahuimanu,21.4447,-157.8378,82.85,light rain,64,75,12.66,US
504,Peleduy,59.6289,112.7406,23.14,overcast clouds,67,100,2.62,RU
505,Nanakuli,21.3906,-158.1547,83.1,overcast clouds,69,90,10.36,US
506,Beira,-19.8436,34.8389,70.18,clear sky,84,0,6.24,MZ
507,Chifeng,42.2683,118.9636,53.22,overcast clouds,72,100,4.52,CN
508,Kigorobya,1.6162,31.3089,66.97,scattered clouds,83,44,2.48,UG
509,Tevaitoa,-16.7833,-151.5,78.82,light rain,80,100,7.9,PF
510,Kawalu,-7.3817,108.2082,71.98,overcast clouds,96,100,1.99,ID
511,Nabisar,25.0685,69.6419,83.71,clear sky,19,0,4.54,PK
512,Pozo Colorado,-23.4923,-58.7972,89.62,overcast clouds,47,97,9.37,PY
513,Krasnoborsk,61.5598,45.934,46.54,overcast clouds,80,100,9.78,RU
514,Amarillo,35.222,-101.8313,76.03,clear sky,17,1,7.0,US
515,Constitucion,-35.3333,-72.4167,55.2,overcast clouds,83,100,8.75,CL
516,Qasigiannguit,68.8193,-51.1922,35.85,overcast clouds,84,99,0.63,GL
517,Camacha,33.0833,-16.3333,68.76,few clouds,73,20,3.44,PT
518,Tulagi,-9.0996,160.1476,82.85,overcast clouds,70,92,4.09,SB
519,Khor,47.8861,134.9464,47.43,light rain,75,82,3.69,RU
520,Maha Sarakham,16.3333,103.6667,78.19,light rain,98,100,3.0,TH
521,Santiago Del Estero,-27.7951,-64.2615,77.81,clear sky,38,1,12.55,AR
522,Sitka,57.0531,-135.33,48.09,moderate rain,87,75,12.66,US
523,Bridlington,54.0831,-0.1919,55.89,broken clouds,87,79,10.38,GB
524,Bud,39.447,-86.1758,73.9,broken clouds,85,84,5.82,US
525,Kerema,-7.9631,145.7785,79.66,broken clouds,76,62,4.56,PG
526,Belmonte,-15.8631,-38.8828,75.7,overcast clouds,91,95,5.48,BR
527,Miki,34.8,134.9833,69.4,broken clouds,74,81,10.6,JP
528,Luzon,6.519,126.0941,82.33,overcast clouds,78,100,3.51,PH
529,Shakiso,5.75,38.9167,58.42,moderate rain,98,100,1.7,ET
530,Liverpool,53.4106,-2.9779,55.81,scattered clouds,84,40,1.01,GB
531,Orlik,52.5178,99.825,19.67,broken clouds,56,83,6.64,RU
532,Nelson Bay,-32.7167,152.15,69.01,scattered clouds,83,28,4.0,AU
533,Thongwa,16.7619,96.5278,78.96,overcast clouds,93,100,5.88,MM
534,Ajdabiya,30.7554,20.2263,68.16,clear sky,67,0,3.71,LY
535,Ranot,7.7777,100.3213,81.05,overcast clouds,80,100,11.39,TH
536,Saint-Pierre,-21.3393,55.4781,73.04,broken clouds,88,75,3.44,RE
537,Dhidhdhoo,6.8833,73.1,82.51,scattered clouds,79,35,22.19,MV
538,Ancud,-41.8697,-73.8203,45.43,overcast clouds,82,100,10.92,CL
539,Terney,45.0503,136.6092,49.26,scattered clouds,64,50,5.64,RU
540,Tonantins,-2.8731,-67.8022,84.79,overcast clouds,67,93,1.21,BR
541,Usinsk,65.9939,57.5281,42.1,overcast clouds,88,100,17.74,RU
542,Escanaba,45.7453,-87.0646,64.2,overcast clouds,90,90,10.36,US
543,Meulaboh,4.1363,96.1285,76.41,overcast clouds,84,94,2.51,ID
544,Blackfoot,43.1905,-112.345,44.38,overcast clouds,58,99,9.06,US
545,Pimenta Bueno,-11.6725,-61.1936,87.73,scattered clouds,49,49,4.0,BR
546,Bonavista,48.6499,-53.1147,46.11,broken clouds,82,65,23.73,CA
547,Khasan,42.4308,130.6434,54.54,overcast clouds,78,95,2.75,RU
548,Brewster,41.3973,-73.6171,68.22,overcast clouds,93,90,3.44,US
549,Khvorostyanka,52.6096,48.9597,44.94,few clouds,45,13,10.94,RU
550,Alpena,45.0617,-83.4327,68.32,overcast clouds,82,90,1.99,US
551,Shouguang,36.88,118.7375,57.94,light rain,68,4,3.65,CN
552,Koygorodok,60.445,50.9968,46.45,overcast clouds,69,99,10.16,RU
553,Xichang,27.8964,102.2634,58.1,scattered clouds,83,25,4.23,CN
554,Taoudenni,22.6783,-3.9836,91.87,scattered clouds,9,38,4.85,ML
555,Abnub,27.2696,31.1511,79.75,clear sky,33,7,10.42,EG
556,Kieta,-6.2167,155.6333,84.07,broken clouds,71,80,2.39,PG
557,Dumas,35.8656,-101.9732,73.11,clear sky,17,1,14.97,US
558,Antofagasta,-23.65,-70.4,60.08,few clouds,76,12,10.98,CL
559,Kachiry,53.0675,76.1036,44.46,overcast clouds,73,100,4.94,KZ
560,Katima Mulilo,-17.5,24.2667,69.03,clear sky,22,0,6.26,NA
561,Qom,34.6401,50.8764,66.49,clear sky,15,10,2.26,IR
562,Souillac,-20.5167,57.5167,70.36,few clouds,94,20,3.44,MU
563,Hofn,64.2539,-15.2082,39.6,overcast clouds,64,99,22.1,IS
564,Bambanglipuro,-7.95,110.2833,76.05,broken clouds,82,77,3.65,ID
565,Milkovo,54.7167,158.6167,38.12,scattered clouds,67,50,5.32,RU
566,Waynesboro,38.0685,-78.8895,77.14,broken clouds,70,75,4.61,US
567,Solok,-0.7918,100.6593,70.12,broken clouds,92,80,2.24,ID
568,Huanren,41.2647,125.3667,53.96,overcast clouds,89,100,2.17,CN
569,Betioky,-23.7167,44.3833,70.23,clear sky,51,0,2.68,MG
570,Mabaruma,8.2,-59.7833,77.72,light rain,86,96,5.66,GY
571,Macamic,48.7502,-78.9996,61.95,overcast clouds,93,100,3.58,CA
572,Sao Felix Do Xingu,-6.6447,-51.995,81.86,broken clouds,63,54,1.88,BR
573,Manati,18.4275,-66.4921,85.19,light rain,81,100,0.25,PR
574,Westport,41.1415,-73.3579,69.06,overcast clouds,90,86,3.0,US
575,Saint-Leu,-21.15,55.2833,72.43,clear sky,87,10,3.62,RE
576,Halifax,44.6453,-63.5724,62.69,overcast clouds,90,91,1.01,CA
577,Tazmalt,36.3868,4.3989,59.94,clear sky,82,9,4.83,DZ
578,Yarovoye,52.9273,78.58,39.38,overcast clouds,74,98,5.79,RU
579,Amahai,-3.3333,128.9167,79.09,overcast clouds,83,92,3.69,ID
580,Balad,34.0164,44.1453,79.05,overcast clouds,36,92,9.55,IQ
581,Robinson,31.4677,-97.1147,87.8,scattered clouds,63,40,5.01,US
582,Mildmay,44.0501,-81.1164,67.73,scattered clouds,68,44,1.01,CA
583,Shenjiamen,29.9576,122.298,77.05,overcast clouds,92,87,10.65,CN
584,Ippy,6.2679,21.2247,70.66,overcast clouds,93,100,1.74,CF
585,Shamary,57.3434,58.2199,42.42,broken clouds,86,84,4.23,RU
586,Havoysund,70.9963,24.6622,38.28,overcast clouds,72,100,24.14,NO
587,Adre,13.4667,22.2,73.38,overcast clouds,72,100,4.25,TD
588,Polis,35.0367,32.4264,67.82,broken clouds,87,52,0.96,CY
589,Senanga,-16.1167,23.2667,68.04,clear sky,23,0,6.2,ZM
590,Ilabaya,-17.4208,-70.5133,69.44,broken clouds,49,83,4.9,PE
591,Hualmay,-11.0964,-77.6139,64.08,overcast clouds,80,100,10.63,PE
592,San Patricio,28.017,-97.5169,88.48,overcast clouds,60,95,19.33,US
593,Jiazi,22.8779,116.067,77.59,overcast clouds,91,87,8.46,CN
594,Jalu,29.0331,21.5482,72.88,clear sky,37,0,8.01,LY
595,Isla Vista,34.4133,-119.861,78.67,haze,26,75,5.75,US
596,Kabalo,-6.05,26.9167,75.24,scattered clouds,64,31,0.72,CD
597,Ola,59.5833,151.2833,29.16,clear sky,57,1,7.87,RU
598,Manutuke,-38.6833,177.9167,48.97,overcast clouds,81,99,13.89,NZ
599,Moerai,-22.4333,-151.3333,77.09,light rain,87,100,18.54,PF
600,Benguela,-12.5763,13.4055,73.49,few clouds,82,16,3.76,AO
601,Igarka,67.4667,86.5833,26.44,overcast clouds,70,100,21.34,RU
602,Korem,12.5058,39.5228,55.09,light rain,76,54,2.3,ET
603,Oum Hadjer,13.2954,19.6966,87.69,broken clouds,46,74,12.48,TD
604,Ayame,5.6083,-3.1563,75.34,moderate rain,96,59,2.42,CI
605,Uige,-7.6087,15.0613,68.4,overcast clouds,94,96,1.79,AO
606,Fairbanks,64.8378,-147.7164,33.76,overcast clouds,69,90,0.0,US
607,Marburg,50.8167,8.7667,48.6,overcast clouds,94,100,3.78,DE
608,Kautokeino,69.0125,23.0412,23.88,clear sky,87,9,4.36,NO
609,Raisinghnagar,29.5358,73.4492,77.38,clear sky,22,0,3.74,IN
610,Leshukonskoye,64.8989,45.7622,42.96,moderate rain,93,100,9.04,RU
611,Wake Forest,35.9799,-78.5097,80.44,clear sky,75,1,1.01,US
612,Aktash,50.3,87.7333,7.92,few clouds,86,24,3.38,RU
613,Gizo,-8.103,156.8419,83.46,light rain,74,85,6.24,SB
614,Puerto El Triunfo,13.2833,-88.55,86.92,overcast clouds,73,91,3.13,SV
615,Mapiri,-15.25,-68.1667,82.87,overcast clouds,63,100,1.39,BO
616,Newport,51.5877,-2.9984,57.74,few clouds,89,15,4.94,GB
617,Tottori,35.5,134.2333,64.47,scattered clouds,94,40,5.75,JP
618,Padang,-0.9492,100.3543,76.8,overcast clouds,86,91,3.27,ID
619,Warrington,53.3925,-2.5802,55.98,scattered clouds,87,40,1.01,GB
620,Whitehorse,60.7161,-135.0538,41.09,overcast clouds,71,100,11.01,CA
621,Skibbereen,51.55,-9.2667,55.2,broken clouds,91,64,3.24,IE
622,Shellbrook,53.2168,-106.4011,43.7,overcast clouds,49,100,7.87,CA
623,Arang,21.2,81.9667,71.35,broken clouds,74,59,2.13,IN
624,Lima,-12.0432,-77.0282,61.39,broken clouds,88,75,3.0,PE
625,Hot Springs,34.5037,-93.0552,84.51,few clouds,63,20,3.0,US
626,Villa Guerrero,18.8667,-99.65,73.44,overcast clouds,65,89,4.41,MX
627,Palana,59.1167,159.9667,32.43,light snow,72,78,15.41,RU
628,South Lake Tahoe,38.9332,-119.9844,56.73,overcast clouds,43,90,3.44,US
629,Am Timan,11.0297,20.2827,77.81,overcast clouds,72,95,5.84,TD
630,Bulgan,48.8125,103.5347,31.12,scattered clouds,39,36,9.78,MN
631,Werda,-25.2667,23.2833,72.79,clear sky,12,0,9.31,BW
632,Malibu,34.005,-118.8101,81.27,clear sky,41,0,7.0,US
633,Ban Bung,18.3081,100.7044,75.81,overcast clouds,90,100,0.63,TH
634,Bergheim,50.9557,6.6399,52.72,broken clouds,86,75,5.75,DE
635,Lahaina,20.8783,-156.6825,87.04,overcast clouds,78,100,11.1,US
636,Pahrump,36.2083,-115.9839,67.24,clear sky,16,10,1.99,US
637,Xinqing,48.2333,129.5,48.02,overcast clouds,83,100,9.31,CN
638,Veinticinco De Mayo,-35.4323,-60.1727,65.05,overcast clouds,90,99,3.36,AR
639,San Andres,12.5847,-81.7006,86.02,few clouds,70,20,5.75,CO
640,San Policarpo,12.1791,125.5072,78.67,overcast clouds,87,100,2.42,PH
641,Rio Grande,-32.035,-52.0986,75.31,overcast clouds,91,100,14.56,BR
642,Acapulco,16.8634,-99.8901,85.28,few clouds,77,13,6.38,MX
643,Port Blair,11.6667,92.75,81.12,overcast clouds,85,100,16.75,IN
644,Basco,20.4487,121.9702,80.89,overcast clouds,84,100,12.59,PH
645,Omboue,-1.5746,9.2618,77.2,light rain,90,100,7.96,GA
646,Smithers,54.7804,-127.1743,45.18,overcast clouds,59,100,4.79,CA
647,Huitziltepec,17.8167,-99.4667,78.71,few clouds,56,23,3.0,MX
648,Chumikan,54.7183,135.315,32.85,light snow,66,100,11.74,RU
649,Lenggries,47.6833,11.5667,43.25,overcast clouds,96,99,2.86,DE
650,Granada,37.25,-3.25,58.95,clear sky,33,0,2.89,ES
651,Cadillac,44.2519,-85.4012,65.43,scattered clouds,72,40,8.05,US
652,Sabha,27.0377,14.4283,68.36,clear sky,27,0,3.27,LY
653,San-Pedro,4.7485,-6.6363,78.08,light rain,91,100,7.43,CI
654,Agadez,19.75,10.25,82.17,scattered clouds,20,46,8.88,NE
655,Anjozorobe,-18.4,47.8667,61.12,broken clouds,92,75,2.84,MG
656,Filadelfia,39.9523,-75.1638,72.7,overcast clouds,82,90,1.99,US
657,Tautira,-17.7333,-149.15,84.22,broken clouds,80,78,15.28,PF
658,Lincoln,40.8,-96.667,66.65,clear sky,35,1,8.99,US
659,Myitkyina,25.3833,97.4,76.3,clear sky,85,10,1.81,MM
660,Hermagor,46.6272,13.3672,42.98,few clouds,86,11,4.21,AT
661,Poum,-20.2333,164.0167,74.14,clear sky,76,7,18.61,NC
662,Zhezkazgan,47.8043,67.7144,40.15,clear sky,45,1,10.04,KZ
663,Sharjah,25.3573,55.4033,87.78,clear sky,69,0,2.3,AE
664,Birobidzhan,48.8,132.95,48.18,overcast clouds,89,100,3.76,RU
665,Bafia,4.75,11.2333,70.43,light rain,99,90,1.68,CM
666,Tupiza,-21.45,-65.7167,77.67,broken clouds,7,63,24.29,BO
667,Solnechnyy,50.7214,136.6319,42.64,overcast clouds,88,100,2.28,RU
668,Kaspiyskiy,45.3929,47.3707,57.72,clear sky,61,2,19.3,RU
669,Bairiki,1.3292,172.9752,82.4,scattered clouds,69,40,10.36,KI
670,Concarneau,47.875,-3.9225,56.17,few clouds,85,23,3.47,FR
671,Kulhudhuffushi,6.6221,73.07,82.42,scattered clouds,79,31,21.7,MV
672,Pokhara,28.2333,83.9833,68.07,clear sky,35,0,7.9,NP
673,Holetown,13.1867,-59.6381,84.76,clear sky,77,8,16.91,BB
674,Lata,40.1629,-8.3327,60.06,clear sky,35,0,4.0,PT
675,Teahupoo,-17.8333,-149.2667,78.76,overcast clouds,80,86,16.02,PF
676,Mnogovershinnyy,53.9353,139.9242,29.14,snow,97,100,13.0,RU
677,Diamantino,-14.4086,-56.4461,88.11,scattered clouds,46,50,6.71,BR
678,Sisimiut,66.9395,-53.6735,38.37,overcast clouds,75,100,11.79,GL
679,Omaruru,-21.4333,15.9333,69.31,clear sky,44,0,5.73,NA
680,Klyuchi,52.2667,79.1667,41.83,overcast clouds,71,100,5.28,RU
681,Kodinsk,58.6881,99.1844,20.71,overcast clouds,84,92,3.0,RU
682,Hay River,60.8156,-115.7999,48.36,scattered clouds,51,32,10.45,CA
683,Chilca,-12.5211,-76.7372,68.61,broken clouds,86,81,8.32,PE
684,Glasgow,55.8652,-4.2576,55.11,broken clouds,79,75,5.01,GB
685,Dalvik,65.9702,-18.5286,35.53,overcast clouds,80,98,10.69,IS
686,Log,49.4844,43.8613,52.12,overcast clouds,38,87,19.08,RU
687,Oksfjord,70.2396,22.3479,38.32,light rain,97,100,9.8,NO
688,Merauke,-8.4667,140.3333,78.37,broken clouds,86,59,9.57,ID
689,Abu Kamal,34.4506,40.9171,74.8,broken clouds,47,77,6.69,SY
690,Nobres,-14.7203,-56.3275,91.13,scattered clouds,41,47,6.24,BR
691,Ormara,25.2088,64.6357,79.95,clear sky,53,0,2.15,PK
692,Forestville,38.8451,-76.875,75.24,broken clouds,81,75,4.61,US
693,Biltine,14.5333,20.9167,83.84,overcast clouds,54,88,14.14,TD
694,Baturaja,-4.1333,104.1667,74.14,overcast clouds,98,100,1.21,ID
695,Sur,22.5667,59.5289,79.11,clear sky,51,0,0.78,OM
696,Quelimane,-17.8786,36.8883,71.15,clear sky,85,0,4.65,MZ
697,Panorama,40.5878,23.0315,54.93,broken clouds,73,75,3.0,GR
698,Rauma,61.1272,21.5113,32.04,few clouds,75,20,4.63,FI
699,Jumla,29.2747,82.1838,50.7,clear sky,62,0,5.3,NP
700,Merke,42.8728,73.1786,45.14,clear sky,44,0,4.14,KZ
701,Gobabis,-22.45,18.9667,69.08,clear sky,19,0,12.77,NA
702,Cidreira,-30.1811,-50.2056,67.46,overcast clouds,90,90,25.72,BR
703,Chara,56.9064,118.2631,16.7,overcast clouds,57,95,2.33,RU
704,Port-Cartier,50.0334,-66.8654,51.75,overcast clouds,94,100,4.61,CA
705,Kalabo,-14.97,22.6814,68.72,clear sky,20,4,2.28,ZM
706,Balkhash,46.844,74.9804,41.99,clear sky,63,0,19.24,KZ
707,Nuuk,64.1835,-51.7216,34.41,broken clouds,93,75,8.05,GL
708,Ketchikan,55.3422,-131.6461,48.67,moderate rain,93,90,18.41,US
709,Port-Gentil,-0.7193,8.7815,78.76,moderate rain,89,90,9.22,GA
710,Polyarnyy,69.1989,33.4478,32.47,scattered clouds,84,45,12.62,RU
711,Alta Gracia,-31.6529,-64.4283,75.88,clear sky,53,4,8.75,AR
712,Pisco,-13.7,-76.2167,64.45,clear sky,77,0,19.57,PE
713,Goundam,16.4145,-3.6708,91.85,clear sky,9,2,9.08,ML
714,Samana,19.2056,-69.3369,82.62,light rain,78,75,4.61,DO
